NAME	nGENE	nUMI	biosample_id	donor_id	species	species__ontology_label	disease	disease__ontology_label	organ	organ__ontology_label	library_preparation_protocol	library_preparation_protocol__ontology_label	sex	ventricle	cell_type	cell_type__ontology_label	cell_type_subset__ontology_label
E.TCP.V2.Rep1_1745	3416	12618	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1753	3877	17000	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1757	3042	16678	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1764	4507	21626	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1768	2981	11733	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1769	3898	20578	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1771	3055	11456	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1772	3196	13153	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1773	3966	21374	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1774	3239	11625	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1775	3397	13089	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1780	3149	11225	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1781	3126	15515	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1783	2383	11433	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1784	3782	15827	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1785	2792	10323	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1787	3134	15114	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1789	2968	13311	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1793	3199	13870	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1795	3233	12097	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1800	3509	18365	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1803	3077	14692	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1806	3880	18925	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1807	3722	15869	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1811	3513	13936	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1813	4009	20356	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1817	3153	11740	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1822	3570	17060	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1825	3124	15222	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1826	2447	11425	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1828	3149	11089	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1830	2729	10870	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1832	3908	13419	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1835	2669	13714	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1837	2943	10280	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1838	2937	10653	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1840	2981	10325	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1842	3309	11466	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1844	3337	17098	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1845	3026	11292	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1849	3229	14010	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1850	2830	15694	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1852	3754	21089	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1854	2962	11917	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1858	3533	17186	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1861	3265	16732	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1866	3801	16496	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1869	3434	13617	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1871	4009	17252	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1872	3197	12981	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1878	2984	14236	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1888	2862	10228	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1893	3727	16306	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1895	3892	23780	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1898	4159	23705	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1899	3255	15854	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1901	3798	20823	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1903	3313	17028	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1904	3848	20048	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1905	2995	14203	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1907	2825	11738	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1908	3900	22109	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1916	3486	16854	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1919	3513	18059	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1922	3637	18041	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1923	3014	15044	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1927	3849	12476	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1929	3607	15359	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1930	3591	15704	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1931	3925	17350	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1935	3984	16000	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1936	4355	18575	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1937	3205	11783	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1939	3035	11233	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1940	3462	13008	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1943	4028	23763	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1945	3545	12817	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1946	3462	16037	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1948	4121	15723	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1950	3514	17668	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1957	3125	12905	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1959	3019	14837	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1964	3228	12296	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1966	3260	16220	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1970	2925	10505	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1972	3561	10596	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1973	3881	25313	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1974	3873	18381	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1975	2706	12952	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1978	3817	12315	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1980	3315	12149	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1981	3129	11383	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1984	3690	14034	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1987	3614	14057	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1988	3347	14104	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1993	2739	11695	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1994	3772	18884	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_1998	3306	17260	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_2001	3114	10375	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_2002	3667	17220	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_2004	3677	18274	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_2006	3083	14632	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
E.TCP.V2.Rep1_2007	2992	11402	E.TCP.V2.Rep1	V2_Rep1	NCBITaxon_10090	Mus musculus	PATO_0000461	normal	UBERON_0001886	choroid plexus	EFO_0009899	10x 3' v2 sequencing	mixed	TCP	CL_0000066	epithelial cell	
