Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
METTL7A2	current symbol	MGI:3026615	Mettl7a2	methyltransferase like 7A2	protein coding gene
METTL7A3	current symbol	MGI:3710670	Mettl7a3	methyltransferase like 7A3	protein coding gene
MFAP1A	current symbol	MGI:1914782	Mfap1a	microfibrillar-associated protein 1A	protein coding gene
MFAP1A	rat symbol	MGI:3694697	Mfap1b	microfibrillar-associated protein 1B	protein coding gene
MFAP1B	current symbol	MGI:3694697	Mfap1b	microfibrillar-associated protein 1B	protein coding gene
MFI2	old symbol	MGI:1353421	Meltf	melanotransferrin	protein coding gene
MFSD4	old symbol	MGI:2442786	Mfsd4a	major facilitator superfamily domain containing 4A	protein coding gene
MFSD7A	current symbol	MGI:2442629	Mfsd7a	major facilitator superfamily domain containing 7A	protein coding gene
MFSD7B	old symbol	MGI:2444881	Flvcr1	feline leukemia virus subgroup C cellular receptor 1	protein coding gene
MFSD7C	old symbol	MGI:2384974	Flvcr2	feline leukemia virus subgroup C cellular receptor 2	protein coding gene
MGEA5	old symbol	MGI:1932139	Oga	O-GlcNAcase	protein coding gene
MGL2	current symbol	MGI:2385729	Mgl2	macrophage galactose N-acetyl-galactosamine specific lectin 2	protein coding gene
MIA1	human synonym	MGI:2141635	Cfap100	cilia and flagella associated protein 100	protein coding gene
MIA1	old symbol	MGI:109615	Mia	melanoma inhibitory activity	protein coding gene
MIAT	current symbol	MGI:2444886	Miat	myocardial infarction associated transcript (non-protein coding)	lncRNA gene
MICALCL	current symbol	MGI:1918127	Micalcl	MICAL C-terminal like	protein coding gene
MILL1	current symbol	MGI:2179988	Mill1	MHC I like leukocyte 1	protein coding gene
MILL2	current symbol	MGI:2179989	Mill2	MHC I like leukocyte 2	protein coding gene
MINA	old symbol	MGI:1914264	Riox2	ribosomal oxygenase 2	protein coding gene
MINOS1	old symbol	MGI:1913628	Micos10	mitochondrial contact site and cristae organizing system subunit 10	protein coding gene
MIR100	current symbol	MGI:3619057	Mir100	microRNA 100	miRNA gene
MIR101A	current symbol	MGI:2676803	Mir101a	microRNA 101a	miRNA gene
MIR101B	current symbol	MGI:3618696	Mir101b	microRNA 101b	miRNA gene
MIR101C	current symbol	MGI:4950030	Mir101c	microRNA 101c	miRNA gene
MIR103-1	current symbol	MGI:3619058	Mir103-1	microRNA 103-1	miRNA gene
MIR103-2	current symbol	MGI:3619059	Mir103-2	microRNA 103-2	miRNA gene
MIR105	current symbol	MGI:3718453	Mir105	microRNA 105	miRNA gene
MIR106A	current symbol	MGI:3619120	Mir106a	microRNA 106a	miRNA gene
MIR106B	current symbol	MGI:3619060	Mir106b	microRNA 106b	miRNA gene
MIR107	current symbol	MGI:3619063	Mir107	microRNA 107	miRNA gene
MIR10A	current symbol	MGI:3619064	Mir10a	microRNA 10a	miRNA gene
MIR10B	current symbol	MGI:2676804	Mir10b	microRNA 10b	miRNA gene
MIR1186	current symbol	MGI:3783360	Mir1186	microRNA 1186	miRNA gene
MIR1186B	current symbol	MGI:4441421	Mir1186b	microRNA 1186b	miRNA gene
MIR1187	current symbol	MGI:3783361	Mir1187	microRNA 1187	miRNA gene
MIR1188	current symbol	MGI:3783362	Mir1188	microRNA 1188	miRNA gene
MIR1190	current symbol	MGI:3783363	Mir1190	microRNA 1190	miRNA gene
MIR1191	current symbol	MGI:3783364	Mir1191	microRNA 1191	miRNA gene
MIR1192	current symbol	MGI:3783365	Mir1192	microRNA 1192	miRNA gene
MIR1193	current symbol	MGI:3783366	Mir1193	microRNA 1193	miRNA gene
MIR1195	current symbol	MGI:3783368	Mir1195	microRNA 1195	miRNA gene
MIR1196	current symbol	MGI:3783369	Mir1196	microRNA 1196	miRNA gene
MIR1197	current symbol	MGI:3783370	Mir1197	microRNA 1197	miRNA gene
MIR1198	current symbol	MGI:3783371	Mir1198	microRNA 1198	miRNA gene
MIR1199	current symbol	MGI:3783372	Mir1199	microRNA 1199	miRNA gene
MIR1224	current symbol	MGI:3764925	Mir1224	microRNA 1224	miRNA gene
MIR122A	old symbol	MGI:2676805	Mir122	microRNA 122	miRNA gene
MIR1247	current symbol	MGI:4834215	Mir1247	microRNA 1247	miRNA gene
MIR1249	current symbol	MGI:4834217	Mir1249	microRNA 1249	miRNA gene
MIR124A-1	current symbol	MGI:2676807	Mir124a-1	microRNA 124a-1	miRNA gene
MIR124A-2	current symbol	MGI:3618700	Mir124a-2	microRNA 124a-2	miRNA gene
MIR124A-3	current symbol	MGI:3618704	Mir124a-3	microRNA 124a-3	miRNA gene
MIR1251	current symbol	MGI:4834231	Mir1251	microRNA 1251	miRNA gene
MIR125A	current symbol	MGI:2676809	Mir125a	microRNA 125a	miRNA gene
MIR125B-1	current symbol	MGI:2676810	Mir125b-1	microRNA 125b-1	miRNA gene
MIR125B-2	current symbol	MGI:3618706	Mir125b-2	microRNA 125b-2	miRNA gene
MIR126	old symbol	MGI:2676811	Mir126a	microRNA 126a	miRNA gene
MIR1264	current symbol	MGI:4834216	Mir1264	microRNA 1264	miRNA gene
MIR127	current symbol	MGI:2676812	Mir127	microRNA 127	miRNA gene
MIR128-1	current symbol	MGI:2676813	Mir128-1	microRNA 128-1	miRNA gene
MIR128-2	current symbol	MGI:3618709	Mir128-2	microRNA 128-2	miRNA gene
MIR129-1	current symbol	MGI:2676815	Mir129-1	microRNA 129-1	miRNA gene
MIR129-2	current symbol	MGI:3618711	Mir129-2	microRNA 129-2	miRNA gene
MIR1298	current symbol	MGI:4834221	Mir1298	microRNA 1298	miRNA gene
MIR1306	current symbol	MGI:3836985	Mir1306	microRNA 1306	miRNA gene
MIR130A	current symbol	MGI:2676816	Mir130a	microRNA 130a	miRNA gene
MIR130B	current symbol	MGI:3618716	Mir130b	microRNA 130b	miRNA gene
MIR132	current symbol	MGI:2676817	Mir132	microRNA 132	miRNA gene
MIR133A-1	current symbol	MGI:2676818	Mir133a-1	microRNA 133a-1	miRNA gene
MIR133A-2	current symbol	MGI:3618718	Mir133a-2	microRNA 133a-2	miRNA gene
MIR133B	current symbol	MGI:3618720	Mir133b	microRNA 133b	miRNA gene
MIR134	current symbol	MGI:2676819	Mir134	microRNA 134	miRNA gene
MIR135A-1	current symbol	MGI:2676820	Mir135a-1	microRNA 135a-1	miRNA gene
MIR135A-2	current symbol	MGI:3618729	Mir135a-2	microRNA 135a-2	miRNA gene
MIR135B	current symbol	MGI:3618732	Mir135b	microRNA 135b	miRNA gene
MIR136	current symbol	MGI:2676821	Mir136	microRNA 136	miRNA gene
MIR137	current symbol	MGI:2676822	Mir137	microRNA 137	miRNA gene
MIR138-1	current symbol	MGI:2676823	Mir138-1	microRNA 138-1	miRNA gene
MIR138-2	current symbol	MGI:3618733	Mir138-2	microRNA 138-2	miRNA gene
MIR139	current symbol	MGI:2676824	Mir139	microRNA 139	miRNA gene
MIR140	current symbol	MGI:2676825	Mir140	microRNA 140	miRNA gene
MIR141	current symbol	MGI:2676826	Mir141	microRNA 141	miRNA gene
MIR142	current symbol	MGI:2676827	Mir142	microRNA 142	miRNA gene
MIR143	current symbol	MGI:2676828	Mir143	microRNA 143	miRNA gene
MIR144	current symbol	MGI:2676829	Mir144	microRNA 144	miRNA gene
MIR145	old symbol	MGI:2676830	Mir145a	microRNA 145a	miRNA gene
MIR146	current symbol	MGI:2676831	Mir146	microRNA 146	miRNA gene
MIR146B	current symbol	MGI:3629945	Mir146b	microRNA 146b	miRNA gene
MIR147	current symbol	MGI:2676832	Mir147	microRNA 147	miRNA gene
MIR148A	current symbol	MGI:2676833	Mir148a	microRNA 148a	miRNA gene
MIR148B	current symbol	MGI:3618734	Mir148b	microRNA 148b	miRNA gene
MIR149	current symbol	MGI:2676834	Mir149	microRNA 149	miRNA gene
MIR150	current symbol	MGI:2676835	Mir150	microRNA 150	miRNA gene
MIR152	current symbol	MGI:2676837	Mir152	microRNA 152	miRNA gene
MIR153	current symbol	MGI:2676838	Mir153	microRNA 153	miRNA gene
MIR154	current symbol	MGI:2676839	Mir154	microRNA 154	miRNA gene
MIR155	current symbol	MGI:2676840	Mir155	microRNA 155	miRNA gene
MIR15A	current symbol	MGI:2676841	Mir15a	microRNA 15a	miRNA gene
MIR15B	current symbol	MGI:2676842	Mir15b	microRNA 15b	miRNA gene
MIR16-1	current symbol	MGI:2676843	Mir16-1	microRNA 16-1	miRNA gene
MIR16-2	current symbol	MGI:3618690	Mir16-2	microRNA 16-2	miRNA gene
MIR17	current symbol	MGI:3619065	Mir17	microRNA 17	miRNA gene
MIR17HG	current symbol	MGI:1923207	Mir17hg	Mir17 host gene (non-protein coding)	lncRNA gene
MIR17HG	human synonym	MGI:2676844	Mir18	microRNA 18	miRNA gene
MIR17HG	human synonym	MGI:3618743	Mir19a	microRNA 19a	miRNA gene
MIR17HG	human synonym	MGI:3629917	Mir19b-1	microRNA 19b-1	miRNA gene
MIR17HG	human synonym	MGI:2676872	Mir20a	microRNA 20a	miRNA gene
MIR17HG	human synonym	MGI:3629918	Mir92-1	microRNA 92-1	miRNA gene
MIR18	current symbol	MGI:2676844	Mir18	microRNA 18	miRNA gene
MIR181A-1	current symbol	MGI:3629589	Mir181a-1	microRNA 181a-1	miRNA gene
MIR181A-2	current symbol	MGI:2676845	Mir181a-2	microRNA 181a-2	miRNA gene
MIR181B-1	current symbol	MGI:3618735	Mir181b-1	microRNA 181b-1	miRNA gene
MIR181B-2	current symbol	MGI:3618736	Mir181b-2	microRNA 181b-2	miRNA gene
MIR181C	current symbol	MGI:3618737	Mir181c	microRNA 181c	miRNA gene
MIR181D	current symbol	MGI:3709847	Mir181d	microRNA 181d	miRNA gene
MIR182	current symbol	MGI:2676846	Mir182	microRNA 182	miRNA gene
MIR183	current symbol	MGI:2676847	Mir183	microRNA 183	miRNA gene
MIR1839	current symbol	MGI:3837345	Mir1839	microRNA 1839	miRNA gene
MIR184	current symbol	MGI:2676848	Mir184	microRNA 184	miRNA gene
MIR1843	old symbol	MGI:4834219	Mir1843a	microRNA 1843a	miRNA gene
MIR1843B	current symbol	MGI:4950384	Mir1843b	microRNA 1843b	miRNA gene
MIR185	current symbol	MGI:2676849	Mir185	microRNA 185	miRNA gene
MIR186	current symbol	MGI:2676850	Mir186	microRNA 186	miRNA gene
MIR187	current symbol	MGI:2676851	Mir187	microRNA 187	miRNA gene
MIR188	current symbol	MGI:2676852	Mir188	microRNA 188	miRNA gene
MIR1892	current symbol	MGI:3811416	Mir1892	microRNA 1892	miRNA gene
MIR1893	current symbol	MGI:3811424	Mir1893	microRNA 1893	miRNA gene
MIR1894	current symbol	MGI:3811423	Mir1894	microRNA 1894	miRNA gene
MIR1895	current symbol	MGI:3811410	Mir1895	microRNA 1895	miRNA gene
MIR1896	current symbol	MGI:3811418	Mir1896	microRNA 1896	miRNA gene
MIR1897	current symbol	MGI:3811407	Mir1897	microRNA 1897	miRNA gene
MIR1898	current symbol	MGI:3811421	Mir1898	microRNA 1898	miRNA gene
MIR1899	current symbol	MGI:3811414	Mir1899	microRNA 1899	miRNA gene
MIR18B	current symbol	MGI:3718454	Mir18b	microRNA 18b	miRNA gene
MIR190	old symbol	MGI:2676854	Mir190a	microRNA 190a	miRNA gene
MIR1900	current symbol	MGI:3811415	Mir1900	microRNA 1900	miRNA gene
MIR1901	current symbol	MGI:3811425	Mir1901	microRNA 1901	miRNA gene
MIR1902	current symbol	MGI:3811405	Mir1902	microRNA 1902	miRNA gene
MIR1903	current symbol	MGI:3811412	Mir1903	microRNA 1903	miRNA gene
MIR1904	current symbol	MGI:3811419	Mir1904	microRNA 1904	miRNA gene
MIR1905	current symbol	MGI:3811408	Mir1905	microRNA 1905	miRNA gene
MIR1906-1	current symbol	MGI:3811417	Mir1906-1	microRNA 1906-1	miRNA gene
MIR1906-2	current symbol	MGI:4441422	Mir1906-2	microRNA 1906-2	miRNA gene
MIR1907	current symbol	MGI:3811422	Mir1907	microRNA 1907	miRNA gene
MIR190B	current symbol	MGI:3718457	Mir190b	microRNA 190b	miRNA gene
MIR191	current symbol	MGI:2676855	Mir191	microRNA 191	miRNA gene
MIR1912	current symbol	MGI:4834332	Mir1912	microRNA 1912	miRNA gene
MIR192	current symbol	MGI:2676856	Mir192	microRNA 192	miRNA gene
MIR1928	current symbol	MGI:3836960	Mir1928	microRNA 1928	miRNA gene
MIR1929	current symbol	MGI:3836961	Mir1929	microRNA 1929	miRNA gene
MIR193	old symbol	MGI:2676857	Mir193a	microRNA 193a	miRNA gene
MIR1930	current symbol	MGI:3836965	Mir1930	microRNA 1930	miRNA gene
MIR1931	current symbol	MGI:3836967	Mir1931	microRNA 1931	miRNA gene
MIR1932	current symbol	MGI:3836969	Mir1932	microRNA 1932	miRNA gene
MIR1933	current symbol	MGI:3836970	Mir1933	microRNA 1933	miRNA gene
MIR1934	current symbol	MGI:3836971	Mir1934	microRNA 1934	miRNA gene
MIR1935	current symbol	MGI:3836972	Mir1935	microRNA 1935	miRNA gene
MIR1936	current symbol	MGI:3836973	Mir1936	microRNA 1936	miRNA gene
MIR1938	current symbol	MGI:3836976	Mir1938	microRNA 1938	miRNA gene
MIR193B	current symbol	MGI:3718458	Mir193b	microRNA 193b	miRNA gene
MIR194-1	current symbol	MGI:2676858	Mir194-1	microRNA 194-1	miRNA gene
MIR194-2	current symbol	MGI:3618738	Mir194-2	microRNA 194-2	miRNA gene
MIR1940	current symbol	MGI:3836978	Mir1940	microRNA 1940	miRNA gene
MIR1941	current symbol	MGI:3836979	Mir1941	microRNA 1941	miRNA gene
MIR1942	current symbol	MGI:3836981	Mir1942	microRNA 1942	miRNA gene
MIR1943	current symbol	MGI:3836982	Mir1943	microRNA 1943	miRNA gene
MIR1945	current symbol	MGI:3836984	Mir1945	microRNA 1945	miRNA gene
MIR1946A	current symbol	MGI:3837017	Mir1946a	microRNA 1946a	miRNA gene
MIR1946B	current symbol	MGI:3837217	Mir1946b	microRNA 1946b	miRNA gene
MIR1947	current symbol	MGI:3837018	Mir1947	microRNA 1947	miRNA gene
MIR1948	current symbol	MGI:3837020	Mir1948	microRNA 1948	miRNA gene
MIR1949	current symbol	MGI:3837022	Mir1949	microRNA 1949	miRNA gene
MIR195	old symbol	MGI:2676859	Mir195a	microRNA 195a	miRNA gene
MIR1950	current symbol	MGI:3837023	Mir1950	microRNA 1950	miRNA gene
MIR1951	current symbol	MGI:3837029	Mir1951	microRNA 1951	miRNA gene
MIR1952	current symbol	MGI:3837030	Mir1952	microRNA 1952	miRNA gene
MIR1953	current symbol	MGI:3837034	Mir1953	microRNA 1953	miRNA gene
MIR1954	current symbol	MGI:3837035	Mir1954	microRNA 1954	miRNA gene
MIR1955	current symbol	MGI:3837036	Mir1955	microRNA 1955	miRNA gene
MIR1956	current symbol	MGI:3837040	Mir1956	microRNA 1956	miRNA gene
MIR1957	old symbol	MGI:3837121	Mir1957a	microRNA 1957a	miRNA gene
MIR1958	current symbol	MGI:3837123	Mir1958	microRNA 1958	miRNA gene
MIR1960	current symbol	MGI:3837202	Mir1960	microRNA 1960	miRNA gene
MIR1961	current symbol	MGI:3837206	Mir1961	microRNA 1961	miRNA gene
MIR1962	current symbol	MGI:3837207	Mir1962	microRNA 1962	miRNA gene
MIR1963	current symbol	MGI:3837208	Mir1963	microRNA 1963	miRNA gene
MIR1964	current symbol	MGI:3837209	Mir1964	microRNA 1964	miRNA gene
MIR1965	current symbol	MGI:3837210	Mir1965	microRNA 1965	miRNA gene
MIR1966	current symbol	MGI:3837211	Mir1966	microRNA 1966	miRNA gene
MIR1967	current symbol	MGI:3837213	Mir1967	microRNA 1967	miRNA gene
MIR1968	current symbol	MGI:3837215	Mir1968	microRNA 1968	miRNA gene
MIR1969	current symbol	MGI:3837216	Mir1969	microRNA 1969	miRNA gene
MIR196A-1	current symbol	MGI:2676860	Mir196a-1	microRNA 196a-1	miRNA gene
MIR196A-2	current symbol	MGI:3618739	Mir196a-2	microRNA 196a-2	miRNA gene
MIR196B	current symbol	MGI:3618741	Mir196b	microRNA 196b	miRNA gene
MIR1970	current symbol	MGI:3837218	Mir1970	microRNA 1970	miRNA gene
MIR1971	current symbol	MGI:3837219	Mir1971	microRNA 1971	miRNA gene
MIR1981	current symbol	MGI:3837225	Mir1981	microRNA 1981	miRNA gene
MIR1982	current symbol	MGI:3837227	Mir1982	microRNA 1982	miRNA gene
MIR1983	current symbol	MGI:3837223	Mir1983	microRNA 1983	miRNA gene
MIR199A-1	current symbol	MGI:2676863	Mir199a-1	microRNA 199a-1	miRNA gene
MIR199A-2	current symbol	MGI:3618742	Mir199a-2	microRNA 199a-2	miRNA gene
MIR199B	current symbol	MGI:2676865	Mir199b	microRNA 199b	miRNA gene
MIR19A	current symbol	MGI:3618743	Mir19a	microRNA 19a	miRNA gene
MIR19B-1	current symbol	MGI:3629917	Mir19b-1	microRNA 19b-1	miRNA gene
MIR19B-2	current symbol	MGI:2676868	Mir19b-2	microRNA 19b-2	miRNA gene
MIR1A-1	current symbol	MGI:2676869	Mir1a-1	microRNA 1a-1	miRNA gene
MIR1A-2	current symbol	MGI:3618746	Mir1a-2	microRNA 1a-2	miRNA gene
MIR1B	current symbol	MGI:3783373	Mir1b	microRNA 1b	miRNA gene
MIR200A	current symbol	MGI:2676874	Mir200a	microRNA 200a	miRNA gene
MIR200B	current symbol	MGI:2676875	Mir200b	microRNA 200b	miRNA gene
MIR200C	current symbol	MGI:3618750	Mir200c	microRNA 200c	miRNA gene
MIR201	current symbol	MGI:2676876	Mir201	microRNA 201	miRNA gene
MIR202	current symbol	MGI:2676877	Mir202	microRNA 202	miRNA gene
MIR203	current symbol	MGI:2676878	Mir203	microRNA 203	miRNA gene
MIR204	current symbol	MGI:2676879	Mir204	microRNA 204	miRNA gene
MIR205	current symbol	MGI:2676880	Mir205	microRNA 205	miRNA gene
MIR206	current symbol	MGI:2676881	Mir206	microRNA 206	miRNA gene
MIR207	current symbol	MGI:2676882	Mir207	microRNA 207	miRNA gene
MIR208A	current symbol	MGI:2676883	Mir208a	microRNA 208a	miRNA gene
MIR208B	current symbol	MGI:3718461	Mir208b	microRNA 208b	miRNA gene
MIR20A	current symbol	MGI:2676872	Mir20a	microRNA 20a	miRNA gene
MIR20B	current symbol	MGI:3618748	Mir20b	microRNA 20b	miRNA gene
MIR21	old symbol	MGI:2676885	Mir21a	microRNA 21a	miRNA gene
MIR210	current symbol	MGI:2676886	Mir210	microRNA 210	miRNA gene
MIR211	current symbol	MGI:2676887	Mir211	microRNA 211	miRNA gene
MIR212	current symbol	MGI:2676888	Mir212	microRNA 212	miRNA gene
MIR2136	current symbol	MGI:4358922	Mir2136	microRNA 2136	miRNA gene
MIR2137	current symbol	MGI:4358923	Mir2137	microRNA 2137	miRNA gene
MIR214	current symbol	MGI:2676890	Mir214	microRNA 214	miRNA gene
MIR215	current symbol	MGI:2676891	Mir215	microRNA 215	miRNA gene
MIR216A	current symbol	MGI:2676892	Mir216a	microRNA 216a	miRNA gene
MIR216B	current symbol	MGI:3640613	Mir216b	microRNA 216b	miRNA gene
MIR217	current symbol	MGI:2676893	Mir217	microRNA 217	miRNA gene
MIR218-1	current symbol	MGI:3618751	Mir218-1	microRNA 218-1	miRNA gene
MIR218-2	current symbol	MGI:3618752	Mir218-2	microRNA 218-2	miRNA gene
MIR219-1	old symbol	MGI:3618753	Mir219a-1	microRNA 219a-1	miRNA gene
MIR219-2	old symbol	MGI:3618754	Mir219a-2	microRNA 219a-2	miRNA gene
MIR22	current symbol	MGI:2676896	Mir22	microRNA 22	miRNA gene
MIR221	current symbol	MGI:3619066	Mir221	microRNA 221	miRNA gene
MIR222	current symbol	MGI:3619118	Mir222	microRNA 222	miRNA gene
MIR223	current symbol	MGI:2684360	Mir223	microRNA 223	miRNA gene
MIR23A	current symbol	MGI:2676897	Mir23a	microRNA 23a	miRNA gene
MIR23B	current symbol	MGI:2676898	Mir23b	microRNA 23b	miRNA gene
MIR24-1	current symbol	MGI:2676899	Mir24-1	microRNA 24-1	miRNA gene
MIR24-2	current symbol	MGI:3618755	Mir24-2	microRNA 24-2	miRNA gene
MIR25	current symbol	MGI:3619266	Mir25	microRNA 25	miRNA gene
MIR26A-1	current symbol	MGI:2676900	Mir26a-1	microRNA 26a-1	miRNA gene
MIR26A-2	current symbol	MGI:3619045	Mir26a-2	microRNA 26a-2	miRNA gene
MIR26B	current symbol	MGI:2676901	Mir26b	microRNA 26b	miRNA gene
MIR27A	current symbol	MGI:2676902	Mir27a	microRNA 27a	miRNA gene
MIR27B	current symbol	MGI:2676903	Mir27b	microRNA 27b	miRNA gene
MIR28	old symbol	MGI:3619267	Mir28a	microRNA 28a	miRNA gene
MIR2861	current symbol	MGI:4441431	Mir2861	microRNA 2861	miRNA gene
MIR28B	current symbol	MGI:4950385	Mir28b	microRNA 28b	miRNA gene
MIR28C	current symbol	MGI:4950386	Mir28c	microRNA 28c	miRNA gene
MIR290	old symbol	MGI:3711323	Mir290a	microRNA 290a	miRNA gene
MIR291A	current symbol	MGI:3711324	Mir291a	microRNA 291a	miRNA gene
MIR291B	current symbol	MGI:3718464	Mir291b	microRNA 291b	miRNA gene
MIR292	current symbol	MGI:3711325	Mir292	microRNA 292	miRNA gene
MIR293	current symbol	MGI:3711326	Mir293	microRNA 293	miRNA gene
MIR294	current symbol	MGI:3711327	Mir294	microRNA 294	miRNA gene
MIR295	current symbol	MGI:3711328	Mir295	microRNA 295	miRNA gene
MIR296	current symbol	MGI:3619269	Mir296	microRNA 296	miRNA gene
MIR297-1	current symbol	MGI:3619319	Mir297-1	microRNA 297-1	miRNA gene
MIR297-2	old symbol	MGI:5453891	Mir297a-2	microRNA 297a-2	miRNA gene
MIR297A-3	current symbol	MGI:3718465	Mir297a-3	microRNA 297a-3	miRNA gene
MIR297A-4	current symbol	MGI:3718466	Mir297a-4	microRNA 297a-4	miRNA gene
MIR297B	current symbol	MGI:3629625	Mir297b	microRNA 297b	miRNA gene
MIR297C	current symbol	MGI:3718506	Mir297c	microRNA 297c	miRNA gene
MIR298	current symbol	MGI:3619321	Mir298	microRNA 298	miRNA gene
MIR299	old symbol	MGI:3619322	Mir299a	microRNA 299a	miRNA gene
MIR29A	current symbol	MGI:2676904	Mir29a	microRNA 29a	miRNA gene
MIR29B-1	current symbol	MGI:2676905	Mir29b-1	microRNA 29b-1	miRNA gene
MIR29B-2	current symbol	MGI:3619047	Mir29b-2	microRNA 29b-2	miRNA gene
MIR29C	current symbol	MGI:2676906	Mir29c	microRNA 29c	miRNA gene
MIR300	current symbol	MGI:3619323	Mir300	microRNA 300	miRNA gene
MIR301	current symbol	MGI:3619324	Mir301	microRNA 301	miRNA gene
MIR301B	current symbol	MGI:3691602	Mir301b	microRNA 301b	miRNA gene
MIR302A	current symbol	MGI:3619325	Mir302a	microRNA 302a	miRNA gene
MIR302B	current symbol	MGI:3619326	Mir302b	microRNA 302b	miRNA gene
MIR302C	current symbol	MGI:3619327	Mir302c	microRNA 302c	miRNA gene
MIR302D	current symbol	MGI:3619328	Mir302d	microRNA 302d	miRNA gene
MIR3057	current symbol	MGI:4834230	Mir3057	microRNA 3057	miRNA gene
MIR3058	current symbol	MGI:4834226	Mir3058	microRNA 3058	miRNA gene
MIR3059	current symbol	MGI:4834225	Mir3059	microRNA 3059	miRNA gene
MIR3060	current symbol	MGI:4834232	Mir3060	microRNA 3060	miRNA gene
MIR3061	current symbol	MGI:4834233	Mir3061	microRNA 3061	miRNA gene
MIR3062	current symbol	MGI:4834234	Mir3062	microRNA 3062	miRNA gene
MIR3063	current symbol	MGI:4834235	Mir3063	microRNA 3063	miRNA gene
MIR3064	current symbol	MGI:4834237	Mir3064	microRNA 3064	miRNA gene
MIR3065	current symbol	MGI:4834238	Mir3065	microRNA 3065	miRNA gene
MIR3066	current symbol	MGI:4834239	Mir3066	microRNA 3066	miRNA gene
MIR3067	current symbol	MGI:4834240	Mir3067	microRNA 3067	miRNA gene
MIR3068	current symbol	MGI:4834241	Mir3068	microRNA 3068	miRNA gene
MIR3069	current symbol	MGI:4834242	Mir3069	microRNA 3069	miRNA gene
MIR3070A	current symbol	MGI:4834243	Mir3070a	microRNA 3070a	miRNA gene
MIR3070B	current symbol	MGI:4834244	Mir3070b	microRNA 3070b	miRNA gene
MIR3071	current symbol	MGI:4834245	Mir3071	microRNA 3071	miRNA gene
MIR3072	current symbol	MGI:4441432	Mir3072	microRNA 3072	miRNA gene
MIR3073	old symbol	MGI:4834246	Mir3073a	microRNA 3073a	miRNA gene
MIR3074-1	current symbol	MGI:4834247	Mir3074-1	microRNA 3074-1	miRNA gene
MIR3074-2	current symbol	MGI:4834326	Mir3074-2	microRNA 3074-2	miRNA gene
MIR3075	current symbol	MGI:4834248	Mir3075	microRNA 3075	miRNA gene
MIR3076	current symbol	MGI:4834249	Mir3076	microRNA 3076	miRNA gene
MIR3077	current symbol	MGI:4834250	Mir3077	microRNA 3077	miRNA gene
MIR3078	current symbol	MGI:4834251	Mir3078	microRNA 3078	miRNA gene
MIR3079	current symbol	MGI:4834252	Mir3079	microRNA 3079	miRNA gene
MIR3081	current symbol	MGI:4834254	Mir3081	microRNA 3081	miRNA gene
MIR3083	current symbol	MGI:4834256	Mir3083	microRNA 3083	miRNA gene
MIR3085	current symbol	MGI:4834259	Mir3085	microRNA 3085	miRNA gene
MIR3086	current symbol	MGI:4834260	Mir3086	microRNA 3086	miRNA gene
MIR3087	current symbol	MGI:4834301	Mir3087	microRNA 3087	miRNA gene
MIR3088	current symbol	MGI:4834302	Mir3088	microRNA 3088	miRNA gene
MIR3089	current symbol	MGI:4834303	Mir3089	microRNA 3089	miRNA gene
MIR3091	current symbol	MGI:4834305	Mir3091	microRNA 3091	miRNA gene
MIR3092	current symbol	MGI:4834306	Mir3092	microRNA 3092	miRNA gene
MIR3093	current symbol	MGI:4834307	Mir3093	microRNA 3093	miRNA gene
MIR3094	current symbol	MGI:4834308	Mir3094	microRNA 3094	miRNA gene
MIR3095	current symbol	MGI:4834310	Mir3095	microRNA 3095	miRNA gene
MIR3096	current symbol	MGI:4834311	Mir3096	microRNA 3096	miRNA gene
MIR3096B		No associated gene			
MIR3097	current symbol	MGI:4834312	Mir3097	microRNA 3097	miRNA gene
MIR3098	current symbol	MGI:4834313	Mir3098	microRNA 3098	miRNA gene
MIR3099	current symbol	MGI:4441433	Mir3099	microRNA 3099	miRNA gene
MIR30A	current symbol	MGI:2676907	Mir30a	microRNA 30a	miRNA gene
MIR30B	current symbol	MGI:2676908	Mir30b	microRNA 30b	miRNA gene
MIR30C-1	current symbol	MGI:2676909	Mir30c-1	microRNA 30c-1	miRNA gene
MIR30C-2	current symbol	MGI:3619048	Mir30c-2	microRNA 30c-2	miRNA gene
MIR30D	current symbol	MGI:2676910	Mir30d	microRNA 30d	miRNA gene
MIR30E	current symbol	MGI:3619329	Mir30e	microRNA 30e	miRNA gene
MIR31	current symbol	MGI:3619330	Mir31	microRNA 31	miRNA gene
MIR3100	current symbol	MGI:4834314	Mir3100	microRNA 3100	miRNA gene
MIR3101	current symbol	MGI:4834315	Mir3101	microRNA 3101	miRNA gene
MIR3102	current symbol	MGI:4834321	Mir3102	microRNA 3102	miRNA gene
MIR3103	current symbol	MGI:4834322	Mir3103	microRNA 3103	miRNA gene
MIR3104	current symbol	MGI:4834323	Mir3104	microRNA 3104	miRNA gene
MIR3106	current symbol	MGI:4834227	Mir3106	microRNA 3106	miRNA gene
MIR3107	current symbol	MGI:4834325	Mir3107	microRNA 3107	miRNA gene
MIR3108	current symbol	MGI:4834327	Mir3108	microRNA 3108	miRNA gene
MIR3109	current symbol	MGI:4834328	Mir3109	microRNA 3109	miRNA gene
MIR3110	current symbol	MGI:4834329	Mir3110	microRNA 3110	miRNA gene
